id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762820263,42495,3,2.25,985,5544,1.0,0,0,4,8,590,395,1967,0,110015,28.6911,77.0467,985,5235,3,56,5580000
6762820431,42495,2,2.25,615,464,2.0,0,0,3,8,510,105,2004,0,110045,28.4044,76.9159,635,685,2,73,5520000
6762820605,42495,5,2.5,1120,3885,1.0,0,0,3,7,670,450,1978,0,110034,28.4487,77.1038,910,3885,2,52,5460000
6762820766,42495,2,2.0,550,1500,1.5,0,0,3,7,550,0,1912,2005,110006,28.7185,77.1962,695,2000,3,70,5400000
6762821835,42495,4,2.0,760,3991,1.0,0,0,5,7,760,0,1967,0,110034,28.4024,77.1651,760,3891,1,60,5100000
6762822588,42495,4,2.25,1405,11700,1.0,0,1,3,7,855,550,1958,0,110044,28.4772,77.2519,930,7450,1,71,4884000
6762822705,42495,4,1.75,920,5360,1.0,0,0,3,7,480,440,1958,0,110030,28.6634,77.076,920,4522,1,64,4848000
6762823058,42495,4,2.0,720,3840,1.0,0,0,3,7,600,120,1971,0,110034,28.7321,77.1095,730,4830,3,66,4764000
6762823244,42495,3,1.75,630,3250,1.0,0,0,4,7,630,0,1966,0,110030,28.7129,77.2552,750,3850,3,51,4680000
6762823245,42495,5,3.75,1445,2500,1.0,0,0,3,7,655,790,2006,0,110062,28.5076,77.0639,965,2558,1,72,4680000
6762823419,42495,3,1.0,615,4784,1.0,0,0,5,7,615,0,1962,0,110055,28.7418,77.2008,635,4787,2,56,4644000
6762823456,42495,3,1.75,950,2760,1.0,0,0,3,7,640,310,1982,0,110053,28.5139,77.0673,665,2598,3,50,4620000
6762823727,42495,4,1.75,750,5800,1.0,0,0,4,7,500,250,1955,0,110060,28.5562,77.0589,870,5800,2,65,4558800
6762824138,42495,3,2.0,635,660,3.0,0,0,3,8,635,0,2006,0,110029,28.7583,77.2301,685,660,2,59,4439400
6762824202,42495,3,1.5,705,4823,1.0,0,0,3,8,705,0,1961,0,110052,28.7118,76.9374,1045,4636,2,78,4410000
6762824247,42495,3,1.5,655,4080,1.0,0,0,3,7,655,0,1950,0,110039,28.8076,77.0193,545,3780,1,69,4380000
6762824373,42495,3,2.25,820,7187,1.0,0,0,4,7,570,250,1963,0,110063,28.7157,76.9621,1010,5250,2,70,4344000
6762824403,42495,4,2.0,1340,9384,1.0,0,0,5,8,1340,0,1965,0,110040,28.6728,77.0296,615,7875,1,54,4320000
6762824756,42495,3,1.0,675,3870,1.0,0,0,4,6,430,245,1947,0,110023,28.445,76.9652,565,3870,2,64,4236000
6762825130,42495,4,2.5,1165,1913,2.0,0,0,3,8,1165,0,2007,0,110047,28.5765,77.1397,1220,1913,2,65,4140000
6762825131,42495,3,1.0,555,3125,1.0,0,0,3,7,555,0,1956,0,110005,28.5273,77.2491,1005,3472,3,61,4140000
6762825904,42495,2,1.0,360,3343,1.0,0,0,3,6,360,0,1942,0,110006,28.5171,77.2433,420,3343,2,53,3952200
6762825992,42495,4,2.5,945,6020,1.0,0,0,3,7,490,455,1980,0,110035,28.867,77.0323,795,3477,1,78,3900000
6762826596,42495,3,1.0,755,3041,1.0,0,0,4,6,430,325,1940,0,110005,28.5887,77.3444,755,2856,2,73,3767400
6762826630,42495,4,2.0,650,3527,1.0,0,0,3,7,650,0,1950,2013,110054,28.8282,77.1469,780,3550,1,64,3744000
6762827348,42495,3,2.25,990,4000,1.0,0,0,4,9,780,210,1974,0,110019,28.7029,77.0497,1180,4000,3,51,3540000
6762827837,42495,4,2.5,1000,2695,2.0,0,0,3,7,1000,0,2003,0,110036,28.7815,77.2678,1165,2695,3,73,3408000
6762827916,42495,3,1.75,815,5900,1.0,0,0,4,7,815,0,1971,0,110026,28.6413,77.2149,1045,28714,2,75,3360000
6762828037,42495,3,1.75,790,4075,1.0,0,1,4,7,550,240,1962,0,110044,28.6769,77.2246,825,4075,3,79,3358800
6762828331,42495,3,2.5,825,6908,2.0,0,0,3,7,825,0,1998,0,110042,28.6364,76.9481,825,7572,1,61,3264000
6762829190,42495,3,1.0,525,3437,1.0,0,0,3,6,525,0,1954,0,110039,28.4937,77.0842,750,4477,3,53,3000000
6762829881,42495,3,1.75,745,4183,1.0,0,0,4,7,505,240,1975,0,110036,28.7468,77.2809,745,3734,1,74,2808000
6762830340,42495,2,1.0,450,2580,1.0,0,0,3,6,450,0,1952,0,110035,28.5348,77.102,450,2580,2,68,2628000
6762830360,42495,3,1.75,925,3842,1.0,0,0,3,8,660,265,1979,0,110019,28.4117,77.1917,970,3815,2,55,2616000
6762830890,42495,3,1.75,845,3867,1.0,0,0,4,7,530,315,1976,0,110040,28.7098,77.144,790,3751,2,52,2364000
6762830971,42495,3,1.5,400,4425,1.0,0,0,4,6,400,0,1959,0,110019,28.485,77.2712,410,4387,2,50,2292000
6762831182,42495,3,1.0,505,3517,1.0,0,0,3,7,505,0,1954,0,110043,28.8514,76.9923,720,5497,1,50,2100000
6762831495,42495,3,1.5,710,4290,1.0,0,0,3,6,710,0,1962,0,110019,28.8579,77.1377,600,4290,1,71,1638000
6762831616,42495,2,1.0,390,8172,1.0,0,0,1,5,390,0,1942,0,110058,28.8391,76.9116,850,5193,2,51,936000
6762810052,42496,7,4.5,3105,4428,2.5,0,2,5,11,2380,725,1910,0,110064,28.5777,77.1951,1470,2700,1,64,38400000
6762810519,42496,5,4.5,2135,4038,2.0,0,0,3,11,1700,435,2007,0,110010,28.4074,77.216,2050,5315,2,72,18360000
6762810536,42496,6,2.5,1780,3240,2.5,0,0,4,11,1780,0,1914,0,110048,28.8456,76.8714,1390,3240,2,66,18000000
6762810736,42496,3,3.0,1480,2750,2.0,0,2,3,10,1220,260,1937,1990,110033,28.6055,77.1879,1480,2938,3,80,16080000
6762811104,42496,4,4.0,2230,51691,2.0,0,0,3,11,2230,0,2001,0,110046,28.864,77.0573,1735,44259,3,77,13800000
6762811190,42496,4,1.5,1155,6650,1.0,0,0,3,7,945,210,1950,0,110049,28.8625,76.912,1420,6372,2,61,13320000
6762811389,42496,4,3.5,1950,4195,2.0,0,0,3,10,1950,0,2006,0,110010,28.8094,77.06,1910,6134,2,73,12480000
6762811814,42496,4,2.25,945,2970,1.0,0,1,3,9,735,210,1963,0,110048,28.5413,76.9471,1215,2970,1,62,11280000
6762812054,42496,5,3.75,2065,113038,2.0,0,0,3,9,1585,480,1985,0,110038,28.5848,77.0578,2065,27660,3,55,10800000
6762813091,42496,4,2.0,1105,4278,1.0,0,1,4,8,605,500,1954,0,110033,28.8085,77.0422,1095,3987,1,65,9529848
6762813283,42496,3,2.0,1270,3600,1.5,0,3,4,8,800,470,1905,0,110056,28.5521,77.2192,1020,2950,2,72,9300000
6762813540,42496,4,2.75,1205,4774,1.0,0,0,4,7,890,315,1956,0,110010,28.4814,77.2371,1045,4774,2,63,9096000
6762813601,42496,3,2.75,1260,11895,1.0,0,0,4,7,680,580,1946,0,110001,28.6673,77.1535,900,2518,2,80,9000000
6762813688,42496,4,2.75,1300,3025,2.0,0,0,5,8,980,320,1949,0,110009,28.8494,76.8613,995,3025,2,78,8999400
6762814292,42496,4,2.5,1325,2158,1.5,0,0,3,8,760,565,1905,2013,110009,28.7341,77.3155,845,2812,3,53,8460000
6762814540,42496,3,2.0,880,3214,1.0,0,0,4,7,490,390,1942,0,110033,28.6736,77.1931,880,3002,3,74,8280000
6762814789,42496,3,1.75,840,5250,1.0,0,0,4,8,840,0,1959,0,110051,28.4466,76.8671,1125,5200,2,70,8100000
6762814790,42496,4,4.0,1840,9402,2.0,0,0,3,10,1840,0,1990,0,110020,28.6952,77.2594,1600,7977,2,79,8100000
6762815215,42496,3,2.5,1620,54183,2.0,0,0,4,10,1620,0,1991,0,110036,28.8752,76.9501,1045,54183,2,71,7812000
6762815462,42496,3,3.0,1135,2587,2.0,0,0,3,9,1065,70,2002,0,110055,28.4672,77.1396,1425,2830,1,62,7680000
6762815655,42496,3,2.5,1340,163567,2.0,0,0,3,8,1340,0,1995,0,110065,28.6488,77.0833,1010,30040,1,55,7560000
6762815656,42496,2,2.25,1275,2831,1.0,0,0,3,10,860,415,2011,0,110055,28.8211,77.0599,1280,1914,3,80,7560000
6762815957,42496,3,2.5,1015,3250,2.0,0,0,3,8,1015,0,1988,0,110012,28.7556,77.2949,1015,4242,1,66,7416960
6762816079,42496,3,3.0,840,785,3.0,0,0,3,8,840,0,2014,0,110029,28.7346,77.0687,820,2400,3,62,7331400
6762816276,42496,3,2.5,1230,54450,1.0,0,0,4,9,930,300,1977,0,110012,28.7372,76.8877,1435,51183,1,55,7200000
6762816384,42496,9,4.5,1915,3494,2.5,0,0,3,7,1225,690,1938,0,110029,28.5726,77.3233,730,3145,1,62,7199988
6762816406,42496,3,1.75,980,2394,1.0,0,0,4,7,545,435,1920,0,110005,28.5409,77.3103,980,1980,2,66,7188000
6762816769,42496,4,2.0,1255,6847,1.0,0,0,4,7,640,615,1961,2001,110010,28.7885,77.1922,610,6250,2,74,6972000
6762816918,42496,4,2.0,825,2500,1.0,0,0,3,7,825,0,1955,0,110006,28.7889,77.0839,845,1138,3,53,6900000
6762817146,42496,3,2.0,1175,2540,1.5,0,0,3,8,890,285,1929,0,110053,28.8162,76.8964,850,2540,1,65,6816000
6762817315,42496,3,3.0,2060,30196,2.0,0,2,3,9,1590,470,1994,0,110042,28.8384,77.2454,1385,32016,3,51,6720000
6762817316,42496,3,2.0,930,6687,1.0,0,0,3,8,930,0,1985,0,110012,28.6454,76.8877,980,4898,3,57,6720000
6762817937,42496,7,5.75,1850,3823,2.0,0,1,3,8,1850,0,1948,1984,110015,28.6407,76.8843,1255,3739,1,65,6480000
6762818109,42496,3,1.75,1360,74705,1.5,0,0,3,9,1360,0,1988,0,110042,28.7832,77.1187,1280,74705,1,58,6420000
6762818110,42496,3,2.5,1140,1144,2.0,0,0,3,8,940,200,2006,0,110012,28.712,76.9301,1140,1212,3,65,6420000
6762818238,42496,3,1.0,670,2142,1.0,0,0,3,7,540,130,1910,0,110002,28.7369,76.8539,980,2040,2,71,6360000
6762818388,42496,2,2.0,775,1200,1.5,0,0,4,7,775,0,1900,0,110029,28.782,77.0616,590,612,3,66,6312000
6762818648,42496,3,2.25,585,624,3.0,0,0,3,8,585,0,2014,0,110027,28.8272,76.9186,675,655,3,59,6239400
6762818719,42496,3,1.75,790,4573,1.0,0,1,4,7,605,185,1967,0,110030,28.5622,76.9303,1300,11782,3,62,6180000
6762818846,42496,4,2.5,1215,2601,2.0,0,0,3,8,1215,0,2003,0,110015,28.5803,76.8885,1130,3737,3,58,6120000
6762819032,42496,3,2.75,770,3380,1.0,0,0,5,7,605,165,1980,0,110034,28.4451,76.9525,770,3708,3,67,6036000
6762819072,42496,2,1.0,505,1942,1.5,0,0,4,7,505,0,1906,1990,110048,28.6776,77.2077,885,2100,1,65,6000000
6762819073,42496,3,2.5,970,18782,1.0,0,0,4,8,970,0,1987,0,110012,28.4173,77.2545,1280,18782,1,69,6000000
6762819343,42496,3,1.0,495,3000,1.0,0,0,3,6,495,0,1943,0,110002,28.6235,77.0763,625,3000,1,57,5940000
6762819344,42496,4,2.75,1328,10597,2.0,0,0,3,9,1328,0,2014,0,110040,28.6605,77.1033,930,8255,1,72,5940000
6762819436,42496,4,2.5,1652,8082,1.5,0,0,5,7,1122,530,1922,1956,110039,28.5375,76.8663,810,4441,1,58,5904000
6762819622,42496,3,2.0,805,2080,1.0,0,0,4,7,505,300,1917,0,110017,28.6836,76.8847,520,2200,2,70,5820000
6762819760,42496,4,2.5,1090,5600,1.0,0,0,4,8,1090,0,1968,0,110022,28.4146,76.9788,895,5600,1,76,5766000
6762819924,42496,2,1.0,410,1361,1.0,0,0,3,7,410,0,1921,0,110029,28.4179,77.1219,685,1925,1,80,5700000
6762820432,42496,3,2.0,880,4527,2.0,0,0,4,7,880,0,1985,0,110003,28.7948,77.2198,1005,4691,2,61,5520000
6762821207,42496,3,1.75,750,3090,1.0,0,0,4,6,530,220,1947,0,110053,28.5729,77.1525,870,3090,3,68,5280000
6762821771,42496,2,2.0,675,1950,1.0,0,0,3,8,675,0,2003,0,110046,28.461,77.0461,720,1950,1,80,5136000
6762821836,42496,2,2.5,575,513,3.0,0,0,3,8,575,0,2008,0,110029,28.6507,76.9092,680,605,2,61,5100000
6762822055,42496,2,1.5,520,1750,1.5,0,0,4,6,520,0,1904,0,110056,28.7696,77.2404,670,606,2,72,5040000
6762822056,42496,3,2.25,885,4082,2.0,0,0,3,7,885,0,1977,0,110034,28.5036,77.0319,825,4082,2,73,5040000
6762822226,42496,3,2.25,803,726,3.0,0,0,3,8,803,0,2009,0,110023,28.699,77.218,758,969,2,71,5007000
6762822267,42496,4,3.0,915,4774,2.0,0,0,3,7,915,0,1991,0,110060,28.441,77.1065,870,4875,1,66,4980000
6762822547,42496,4,2.75,1070,6500,1.0,0,0,3,7,660,410,1968,0,110060,28.4248,77.2193,1180,5500,3,67,4914000
6762822621,42496,3,2.25,830,4153,1.0,0,0,4,8,830,0,1961,0,110039,28.6551,77.3036,1255,3900,3,74,4860000
6762823625,42496,5,1.75,1500,3000,1.0,0,0,5,7,750,750,1958,0,110066,28.6595,77.3105,1115,3562,1,66,4560000
6762823740,42496,2,1.0,820,8667,1.0,0,0,3,7,420,400,1978,0,110046,28.706,77.1176,1220,8925,3,66,4554000
6762823823,42496,3,2.5,915,6521,2.0,0,0,3,8,915,0,1990,0,110025,28.7485,77.1058,970,3498,1,50,4500000
6762824248,42496,5,2.75,1205,2501,1.0,0,0,3,7,705,500,2008,0,110053,28.8684,76.9828,795,2501,3,78,4380000
6762824389,42496,2,1.0,410,3200,1.0,0,0,4,7,410,0,1944,0,110067,28.6478,77.3179,745,3200,2,66,4335360
6762824800,42496,5,2.5,1210,4280,1.0,0,2,3,7,810,400,1978,0,110053,28.555,77.079,1105,3520,2,55,4224000
6762824831,42496,3,1.0,505,4680,1.0,0,0,3,6,505,0,1981,0,110010,28.7817,76.9138,735,4680,1,67,4200000
6762825419,42496,3,2.25,815,6147,2.0,0,0,4,7,815,0,1985,0,110047,28.53,77.0664,865,4974,2,59,4079400
6762825420,42496,2,1.0,410,340,3.0,0,0,3,8,410,0,2006,0,110029,28.6107,76.9135,410,578,2,56,4079400
6762825551,42496,3,2.0,785,3600,1.0,0,0,4,7,785,0,1952,0,110015,28.4377,77.1013,705,3717,3,59,4020000
6762826573,42496,3,1.0,520,8493,1.0,0,0,4,7,520,0,1968,0,110016,28.4122,77.1306,830,8493,1,76,3779400
6762826582,42496,3,1.75,935,6190,1.0,0,0,4,8,935,0,1957,0,110041,28.8621,77.0189,975,6333,2,77,3774000
6762826607,42496,3,1.75,1095,858,1.0,0,0,4,8,1095,0,1967,0,110019,28.8013,76.8858,990,4000,1,66,3756000
6762826675,42496,3,1.75,920,5361,1.0,0,0,4,7,610,310,1974,0,110047,28.7341,77.3218,795,4910,2,62,3720000
6762826676,42496,3,1.75,1035,18952,1.0,0,0,4,7,710,325,1973,0,110047,28.5963,77.2367,1005,9555,2,76,3720000
6762826883,42496,3,2.5,800,1786,2.0,0,0,3,7,800,0,2013,0,110055,28.4832,77.2694,750,5544,2,73,3665400
6762827058,42496,2,1.0,380,1500,1.0,0,0,3,6,380,0,1913,0,110056,28.4751,77.0334,875,2500,2,73,3600000
6762827917,42496,3,2.5,800,2135,2.0,0,0,3,7,800,0,2000,0,110040,28.5201,77.2304,850,2373,2,62,3360000
6762828163,42496,3,2.5,800,3500,2.0,0,0,4,8,800,0,1993,0,110025,28.6636,77.0927,850,3500,2,56,3300000
6762828606,42496,5,1.5,750,3556,1.0,0,0,5,6,380,370,1920,0,110032,28.743,76.9505,600,3556,1,63,3180000
6762829003,42496,5,2.25,1030,4316,1.0,0,0,3,7,515,515,1962,0,110054,28.7169,76.9122,505,5840,1,60,3060000
6762829120,42496,3,1.75,625,5061,1.0,0,0,3,7,625,0,1994,0,110065,28.5344,77.0225,990,5087,1,53,3036000
6762829191,42496,1,1.0,550,2186,1.0,0,0,2,6,410,140,1947,0,110032,28.8583,76.9188,550,3750,3,62,3000000
6762829348,42496,3,1.0,555,4211,1.0,0,0,3,7,555,0,1952,0,110032,28.7542,77.3491,570,4541,3,69,2988000
6762829374,42496,4,1.75,860,5009,1.0,0,0,5,7,860,0,1960,0,110036,28.6661,76.8746,610,5009,3,66,2982000
6762829434,42496,3,1.0,700,3705,1.0,0,0,3,6,700,0,1944,0,110032,28.6936,77.0706,535,3705,2,61,2952000
6762829454,42496,3,1.5,630,635,2.0,0,0,3,7,520,110,2005,0,110039,28.6014,77.076,630,736,3,65,2940000
6762829711,42496,3,2.0,705,3783,1.0,0,0,3,7,705,0,1985,0,110068,28.5189,77.0003,785,3605,2,73,2878800
6762829943,42496,3,2.5,960,4590,2.0,0,0,3,8,960,0,1988,0,110043,28.5709,77.1357,965,3626,1,80,2760000
6762830103,42496,3,1.75,820,5381,1.0,0,0,3,7,565,255,1988,0,110036,28.7638,76.925,840,5129,2,78,2718000
6762830601,42496,3,1.5,690,5565,1.0,0,0,3,7,690,0,1960,0,110041,28.4069,77.242,690,4600,1,78,2519400
6762831054,42496,4,1.0,745,3300,1.0,0,0,3,7,745,0,1969,0,110058,28.4557,77.0162,640,3300,2,68,2220000
6762831337,42496,2,1.0,520,6550,1.0,0,0,5,6,520,0,1912,0,110069,28.4221,77.1457,455,2540,1,66,1920000
6762831587,42496,2,1.0,455,11000,1.0,0,0,3,6,455,0,1956,0,110040,28.4195,77.2078,663,4945,2,79,1200000
6762810338,42497,6,3.0,1755,2880,2.5,0,0,4,10,1755,0,1906,0,110048,28.8106,77.2945,1725,2880,3,55,21000000
6762810537,42497,3,1.75,1215,6378,1.0,0,2,4,8,670,545,1952,0,110049,28.7378,77.2679,1465,6225,3,59,18000000
6762810781,42497,5,3.25,1400,1600,1.5,0,0,5,10,955,445,1932,2002,110064,28.6276,77.1542,1225,1750,3,79,15720000
6762810889,42497,4,3.25,1910,12083,2.0,0,1,4,11,1655,255,1990,0,110059,28.447,77.0442,1450,9393,1,72,15000000
6762811336,42497,4,3.0,1460,16988,1.0,0,3,5,8,730,730,1964,0,110030,28.636,77.1016,1485,7605,2,67,12600000
6762811390,42497,4,1.0,1705,2500,2.0,0,0,5,8,1095,610,1910,0,110056,28.6273,77.2344,1275,2500,1,58,12480000
6762811575,42497,3,2.75,1007,8403,2.0,1,4,3,9,1007,0,2007,0,110032,28.4831,77.2888,890,6155,2,71,11862000
6762811596,42497,5,2.5,1580,5735,1.0,0,0,4,9,890,690,1971,0,110059,28.6082,76.9019,1630,5735,2,52,11760000
6762811867,42497,3,3.25,1320,2040,2.0,0,0,3,9,920,400,1912,2000,110002,28.5913,77.0424,995,2040,1,78,11160000
6762812323,42497,3,2.5,1460,1971,3.0,0,0,3,10,1460,0,2008,0,110055,28.6956,77.2381,1460,1971,3,65,10422000
6762812615,42497,4,2.0,955,3480,1.5,0,0,5,8,955,0,1941,0,110029,28.7048,77.0658,680,1650,1,63,10020000
6762812665,42497,5,3.0,1520,4800,1.0,0,0,5,9,985,535,1968,0,110059,28.4217,77.0161,1590,6195,2,50,9960000
6762813158,42497,3,2.75,1505,921,2.0,0,0,3,9,1505,0,2011,0,110021,28.5798,77.0557,1475,2100,3,58,9420000
6762813211,42497,4,1.75,1240,4597,1.0,0,0,3,7,695,545,1950,0,110049,28.7004,77.1514,1220,4597,2,75,9360000
6762813572,42497,4,2.5,1330,2750,2.0,0,2,3,9,1330,0,2003,0,110011,28.6415,77.3499,1810,2750,2,64,9046656
6762814111,42497,3,2.5,845,2250,1.5,0,1,4,8,845,0,1928,0,110009,28.8111,77.0965,1070,3600,3,51,8628000
6762814139,42497,4,2.5,1645,3232,2.0,0,0,3,9,1645,0,2002,0,110021,28.7162,76.9542,1550,2964,3,63,8598000
6762814207,42497,3,1.0,625,2310,1.5,0,0,4,7,575,50,1900,0,110029,28.4782,76.9314,950,2200,1,60,8544000
6762815046,42497,3,1.75,660,2875,1.5,0,0,5,7,660,0,1918,0,110009,28.4339,76.8712,720,2875,2,52,7920000
6762815378,42497,4,1.75,1030,13018,1.0,0,0,4,8,580,450,1947,0,110032,28.7084,77.1294,1295,10945,1,69,7770000
6762815557,42497,2,1.75,615,1800,1.5,0,0,5,7,615,0,1925,0,110001,28.4127,77.1223,605,2250,2,79,7632000
6762815988,42497,2,1.0,770,3436,1.0,0,0,4,7,410,360,1946,0,110001,28.6812,76.9526,710,2769,3,72,7380000
6762816464,42497,3,2.5,875,1677,2.0,0,0,4,7,875,0,1991,0,110010,28.8513,77.1977,875,2143,2,66,7140000
6762816607,42497,2,3.0,1580,33323,2.0,0,0,3,7,1580,0,1993,0,110038,28.6762,77.2206,1570,19395,2,60,7078800
6762817133,42497,4,2.25,1125,20844,2.0,0,0,3,8,1125,0,1980,0,110046,28.5863,76.9795,1175,18960,2,55,6828000
6762817390,42497,2,2.0,935,2475,1.0,0,0,3,8,935,0,2006,0,110046,28.7088,77.022,835,2400,2,76,6719400
6762817519,42497,2,2.5,680,674,2.0,0,0,3,8,525,155,1997,0,110048,28.62,77.3452,715,2200,2,65,6643800
6762817818,42497,3,2.25,890,95614,2.0,0,2,3,8,890,0,1988,0,110026,28.6619,77.0371,1220,43560,3,68,6540000
6762817894,42497,6,2.25,1410,7800,1.5,0,2,5,7,985,425,1940,0,110032,28.8519,77.2304,1260,3898,3,62,6518400
6762818056,42497,4,1.75,920,4800,1.0,0,0,3,7,610,310,1967,0,110003,28.5853,77.0764,885,4860,1,78,6456000
6762818068,42497,4,2.5,1275,2315,2.0,0,0,3,7,1275,0,2005,0,110021,28.8614,77.2467,1275,2575,1,69,6450000
6762818111,42497,4,2.5,1140,32918,2.0,0,0,3,8,1140,0,2004,0,110038,28.8346,77.2345,1150,48787,3,65,6420000
6762818203,42497,3,1.0,835,2040,1.0,0,0,3,7,585,250,1967,0,110005,28.494,77.1839,780,2040,1,62,6396000
6762818239,42497,3,1.75,990,3380,1.0,0,0,4,8,990,0,1973,0,110030,28.4333,77.2774,1060,3640,2,77,6360000
6762818240,42497,4,2.75,1140,1425,1.5,0,0,4,7,770,370,1930,0,110005,28.4484,77.3196,840,1900,2,50,6360000
6762818544,42497,3,2.25,1215,36575,1.0,0,0,3,8,1215,0,1974,0,110016,28.4087,77.14,1400,19625,3,53,6288000
6762818720,42497,2,1.0,530,2480,1.0,0,0,3,7,530,0,1926,0,110029,28.4453,76.9687,710,2480,3,57,6180000
6762819074,42497,3,1.75,705,598,3.0,0,0,3,8,705,0,2012,0,110029,28.7278,77.0493,675,1256,3,54,6000000
6762819264,42497,2,1.5,555,478,2.0,0,0,3,8,465,90,2005,0,110001,28.4342,77.2292,840,552,2,56,5988000
6762819418,42497,3,2.5,1155,3125,2.0,0,0,3,8,1155,0,2011,0,110060,28.5531,77.1754,1220,2355,3,58,5928000
6762819551,42497,5,2.25,1220,10414,1.5,0,0,4,8,1220,0,1975,0,110036,28.8055,76.9389,1335,7236,2,50,5879880
6762820767,42497,3,2.0,755,21780,1.0,0,0,3,7,755,0,1954,0,110038,28.4112,76.8756,1030,33878,2,78,5400000
6762821186,42497,2,1.5,510,530,3.0,0,0,3,8,510,0,2008,0,110029,28.7909,77.1915,670,707,2,69,5301000
6762821371,42497,2,1.0,490,589,2.0,0,0,3,8,490,0,2010,0,110001,28.5353,76.9755,595,800,3,77,5256000
6762821403,42497,3,1.75,655,4641,1.0,0,0,4,7,655,0,1976,0,110003,28.4567,77.0998,655,4374,3,68,5244000
6762821994,42497,3,1.75,730,3850,1.0,0,0,3,7,730,0,1979,0,110003,28.7344,77.2234,860,3640,1,63,5094000
6762822396,42497,3,2.5,770,1600,3.0,0,0,3,8,735,35,2008,0,110029,28.7019,77.1313,770,709,1,53,4961400
6762822622,42497,2,1.0,510,4077,1.0,0,0,4,7,510,0,1948,0,110052,28.8212,76.8917,715,4078,3,69,4860000
6762822722,42497,3,2.75,1045,4177,2.0,0,0,3,8,1045,0,2012,0,110057,28.7528,76.9428,1140,3174,1,60,4836000
6762822747,42497,3,2.5,980,4000,1.0,0,0,4,7,645,335,1977,0,110034,28.7857,76.9597,980,4000,1,66,4824000
6762823457,42497,3,1.75,945,4960,1.0,0,0,3,7,615,330,1944,0,110023,28.5354,76.9789,690,4543,1,75,4620000
6762823824,42497,6,2.25,1603,2896,2.0,0,0,3,7,1603,0,2012,0,110069,28.4852,77.1327,1263,2902,3,77,4500000
6762824560,42497,2,1.5,480,904,2.0,0,0,3,7,480,0,1993,0,110045,28.7603,77.102,645,834,2,68,4296000
6762824832,42497,4,1.75,1125,6757,1.0,0,0,4,8,1075,50,1940,0,110068,28.7873,76.9516,1075,6254,1,58,4200000
6762825043,42497,3,1.75,795,4810,1.0,0,0,3,7,795,0,1988,0,110016,28.8754,76.8838,1490,4699,2,66,4188000
6762825083,42497,4,2.5,1230,3675,2.0,0,0,3,9,1230,0,1989,0,110019,28.5981,76.9357,1195,4284,2,76,4170000
6762825552,42497,3,1.5,1120,43812,1.5,0,0,2,7,740,380,1980,0,110024,28.5786,77.3422,960,55103,2,63,4020000
6762825746,42497,2,2.0,775,217800,1.5,0,0,2,7,775,0,1972,0,110007,28.7727,77.0843,800,108900,3,75,3960000
6762825986,42497,4,2.5,1160,3135,2.0,0,0,3,8,1160,0,2004,0,110036,28.5636,77.2837,1075,3135,2,51,3910800
6762826223,42497,2,1.25,430,638,2.0,0,0,3,7,430,0,2007,0,110056,28.8468,77.2744,640,632,2,52,3863400
6762826837,42497,3,1.75,945,858,1.0,0,0,5,7,945,0,1966,0,110036,28.812,77.1058,750,7268,2,74,3684000
6762827311,42497,3,2.0,620,5400,1.0,0,0,3,7,620,0,1967,2010,110047,28.6059,77.2033,740,4420,2,74,3575400
6762827349,42497,2,1.75,1100,44649,1.0,0,0,3,7,550,550,1973,0,110012,28.7604,76.9464,1295,44649,3,74,3540000
6762827350,42497,3,2.5,960,3614,2.0,0,0,3,8,960,0,1993,0,110041,28.7622,77.1942,1155,4004,1,64,3540000
6762828376,42497,4,2.5,905,3254,2.0,0,0,3,7,905,0,1994,0,110036,28.4495,76.9862,880,3708,1,59,3240000
6762828590,42497,3,2.5,970,4273,1.0,0,0,3,7,730,240,1989,0,110068,28.8332,77.266,875,3901,2,52,3192000
6762828756,42497,4,2.5,1010,3118,2.0,0,0,3,7,1010,0,2002,0,110040,28.6425,76.8919,970,2538,1,78,3144000
6762828791,42497,4,1.5,1065,4400,1.0,0,0,3,7,550,515,1962,0,110069,28.7967,77.2366,740,4060,3,63,3120000
6762828930,42497,4,1.75,865,4160,1.0,0,0,3,7,615,250,1977,0,110019,28.5536,76.9,920,4900,2,53,3096000
6762829435,42497,3,1.75,695,3699,1.0,0,0,4,7,695,0,1975,0,110070,28.8299,77.2906,730,3900,1,71,2952000
6762829455,42497,3,1.5,630,3982,1.0,0,0,4,7,630,0,1955,0,110063,28.5868,77.0021,755,4388,3,70,2940000
6762829790,42497,2,1.0,635,1504,1.0,0,0,4,6,325,310,1923,0,110053,28.4052,77.1772,635,757,1,72,2820000
6762829944,42497,3,1.75,475,3000,1.0,0,0,3,6,395,80,1939,0,110062,28.8346,77.0938,680,3000,1,51,2760000
6762829945,42497,3,1.0,695,8000,1.0,0,0,4,6,695,0,1960,0,110040,28.4438,77.0332,710,5000,3,55,2760000
6762830053,42497,3,2.5,595,1500,2.0,0,0,3,7,595,0,2002,0,110066,28.5533,77.1727,595,1500,1,61,2748000
